OBJECTID,IN_FID,NEAR_FID
177,15,834
178,15,835
179,15,349
180,15,445
181,15,780
182,15,226
183,15,830
184,16,15
185,16,17
186,16,61
187,16,62
188,16,916
189,17,50
190,17,171
191,17,196
192,17,214
193,17,61
194,17,194
195,17,16
196,17,602
197,17,225
198,17,213
199,17,453
200,17,18
201,17,997
202,18,17
203,18,45
204,18,221
205,18,998
206,19,6
207,19,154
208,19,223
209,19,456
210,19,457
211,19,458
212,20,154
213,20,160
214,20,161
215,20,162
216,21,15
217,21,50
218,22,2
219,22,7
220,22,107
221,22,655
222,22,239
223,22,301
224,22,305
225,22,839
226,22,840
227,22,423
228,22,1003
229,23,30
230,23,600
231,23,305
232,23,840
233,24,57
234,24,868
235,24,869
236,25,6
237,25,15
238,25,26
239,25,50
240,25,187
241,25,418
242,25,550
243,25,32
244,25,376
245,25,397
246,25,398
247,25,548
248,25,723
249,25,257
250,25,332
251,25,377
252,25,378
253,25,637
254,25,729
255,25,75
256,25,76
257,25,558
258,25,778
259,25,167
260,25,730
261,25,102
262,25,108
263,25,636
264,25,184
265,26,25
266,26,209
267,26,348
268,26,598
269,26,74
270,26,573
271,27,198
272,27,48
273,27,82
274,27,388
275,27,292
276,27,58
277,27,362
278,27,83
279,28,187
280,28,92
281,28,108
282,28,1048
283,28,91
284,28,410
285,28,186
286,29,374
287,29,97
288,29,784
289,29,496
290,30,31
291,30,56
292,30,98
293,30,5
294,30,104
295,30,350
296,30,657
297,30,1016
298,30,1017
299,30,1018
300,30,166
301,30,658
302,30,23
303,31,2
304,31,95
305,31,109
306,31,151
307,31,188
308,31,30
309,31,166
310,31,228
311,31,1000
312,31,122
313,31,237
314,31,254
315,31,258
316,31,837
317,31,838
318,31,1019
319,31,239
320,31,124
321,31,509
322,31,737
323,31,818
324,32,25
325,32,33
326,32,34
327,33,32
328,33,293
329,33,559
330,34,15
331,34,195
332,34,32
333,34,493
334,34,494
335,34,593
336,34,671
337,35,15
338,36,15
339,36,393
340,37,9
341,38,69
342,39,13
343,39,11
344,40,69
345,40,382
346,40,441
347,40,603
348,41,12
349,41,13
350,41,175
351,41,773
352,41,915
353,41,9
354,41,8
355,41,587
356,41,808
357,41,809
358,42,13
359,42,246
360,42,250
361,42,435
362,43,246
363,43,384
364,43,49
365,43,200
366,43,714
367,43,58
368,43,143
369,43,70
370,43,247
371,43,387
372,43,675
373,43,676
374,43,1012
375,43,1013
376,43,250
377,43,677
378,44,47
379,44,201
380,44,358
381,44,46
382,44,911
383,44,292
384,45,6
385,45,18
386,45,221
387,45,828
388,45,455
389,46,44
390,46,47
391,46,432
392,46,433
393,46,355
394,46,357
395,47,44
396,47,364
397,47,714
398,47,46
399,47,431
400,48,27
401,48,82
402,48,292
403,48,607
404,49,43
405,49,364
406,49,714
407,49,144
408,49,60
409,49,227
410,49,359
411,49,361
412,49,383
413,49,711
414,49,716
415,49,717
416,49,764
417,49,1022
418,49,1023
419,49,1025
420,49,360
421,49,427
422,49,604
423,49,605
424,49,606
425,49,710
426,49,157
427,49,292
428,49,158
429,49,1015
430,49,354
431,50,17
432,50,21
433,50,25
434,50,139
435,50,214
436,50,390
437,50,447
438,50,62
439,50,141
440,50,193
441,50,826
442,50,854
443,50,985
444,50,212
445,50,853
446,51,96
447,51,303
448,51,674
449,51,733
450,51,735
451,51,736
452,52,65
453,52,77
454,52,353
455,53,714
456,53,673
457,53,360
458,54,684
459,54,682
460,54,683
461,54,580
462,54,681
463,54,529
464,55,684
465,55,774
466,55,276
467,56,3
468,56,30
469,56,178
470,56,288
471,56,669
472,56,168
473,56,169
474,56,588
475,56,271
476,56,272
477,56,821
478,57,93
479,57,5
480,57,100
481,57,740
482,57,24
483,57,97
484,57,373
485,57,442
486,57,542
487,57,823
488,57,866
489,58,27
490,58,43
491,58,157
492,58,1011
493,58,70
494,58,71
495,58,204
496,58,385
497,58,387
498,58,362
499,58,363
500,58,1010
501,59,60
502,60,49
503,60,59
504,60,383
505,60,764
506,61,17
507,61,62
508,61,194
509,61,809
510,61,16
511,62,50
512,62,61
513,62,485
514,62,177
515,62,407
516,62,808
517,62,1004
518,62,16
519,62,602
520,62,916
521,62,986
522,62,225
523,62,536
524,63,15
525,63,79
526,63,78
527,63,400
528,63,599
529,63,399
530,63,80
531,63,591
532,63,679
533,64,116
534,64,154
535,64,179
536,64,320
537,64,321
538,64,697
539,64,324
540,64,325
541,64,330
542,64,351
543,64,460
544,65,11
545,65,713
546,65,804
547,65,292
548,65,347
549,65,77
550,65,285
551,65,339
552,65,340
553,65,52
554,65,352
555,65,83
556,65,346
557,65,1037
558,66,77
559,67,106
560,67,13
561,67,287
562,67,1069
563,67,1072
564,68,77
565,69,6
566,69,40
567,69,999
568,69,13
569,69,38
570,70,43
571,70,58
572,71,58
573,71,1013
574,72,73
575,72,411
576,73,595
577,73,72
578,73,596
579,73,1060
580,74,26
581,74,723
582,75,25
583,75,411
584,75,412
585,76,25
586,76,411
587,76,421
588,76,562
589,76,86
590,76,294
591,77,11
592,77,65
593,77,87
594,77,52
595,77,66
596,77,68
597,77,278
598,77,83
599,77,705
600,77,1009
601,77,163
602,77,344
603,77,345
604,77,706
605,77,1005
606,77,1006
607,77,88
608,77,707
609,77,708
610,77,709
611,77,1008
612,77,1055
613,77,1056
614,77,1057
615,77,1058
616,78,79
617,78,63
618,78,436
619,79,229
620,79,63
621,79,78
622,79,81
623,79,159
624,79,334
625,79,335
626,79,406
627,79,437
628,79,569
629,79,232
630,79,405
631,79,230
632,80,63
633,80,591
634,81,79
635,81,569
636,82,27
637,82,48
638,82,607
639,83,13
640,83,11
641,83,27
642,83,65
643,83,77
644,83,705
645,83,345
646,83,346
647,83,88
648,83,709
649,84,550
650,84,174
651,84,294
652,84,556
653,84,1038
654,84,1063
655,85,550
656,85,419
657,85,295
658,85,777
659,86,76
660,86,561
661,86,341
662,87,77
663,87,164
664,87,285
665,88,77
666,88,83
667,88,707
668,88,708
669,89,139
670,89,526
671,89,829
672,89,140
673,89,725
674,90,6
675,90,139
676,90,779
677,90,197
678,90,484
679,90,1076
680,91,28
681,91,102
682,92,28
683,92,766
684,92,108
685,92,1089
686,92,409
687,92,186
688,92,408
689,92,718
690,92,720
691,92,721
692,93,57
693,93,374
694,93,712
695,93,146
696,93,145
697,93,150
698,93,542
699,94,5
700,94,168
701,94,992
702,95,31
703,95,924
704,95,190
705,96,7
706,96,51
707,96,732
708,97,57
709,97,502
710,97,29
711,97,504
712,97,506
713,97,507
714,97,542
715,97,570
716,98,30
717,98,660
718,98,508
719,98,588
720,98,659
721,98,401
722,98,575
723,98,576
724,99,169
725,99,659
726,100,57
727,101,109
728,101,103
729,101,118
730,102,25
731,102,414
732,102,699
733,102,1048
734,102,91
735,102,185
736,102,415
737,103,2
738,103,154
739,103,101
740,103,203
741,103,223
742,103,527
743,103,533
744,103,885
745,103,886
746,104,6
747,104,1090
748,104,30
749,104,235
750,104,236
751,104,238
752,104,656
753,104,228
754,104,658
755,104,217
756,104,659
757,104,836
758,104,664
759,105,6
760,105,382
761,105,441
762,105,241
763,106,6
764,106,13
765,106,67
766,106,484
767,106,687
768,107,22
769,107,262
770,107,260
771,108,25
772,108,28
773,108,92
774,109,31
775,109,255
776,109,1049
777,109,122
778,109,253
779,109,820
780,109,154
781,109,101
782,109,540
783,109,527
784,109,120
785,109,180
786,110,116
787,110,181
788,110,123
789,110,120
790,110,180
791,111,116
792,111,114
793,111,121
794,111,180
795,112,154
796,112,621
797,112,117
798,112,623
799,112,618
800,112,620
801,113,116
802,113,114
803,113,121
804,114,691
805,114,111
806,114,113
807,115,188
808,115,116
809,115,190
810,115,652
811,116,64
812,116,154
813,116,691
814,116,110
815,116,111
816,116,113
817,116,115
818,116,117
819,116,578
820,116,746
821,116,795
822,116,940
823,116,1021
824,117,116
825,117,450
826,117,112
827,117,461
828,117,668
829,118,691
830,118,101
831,119,450
832,119,129
833,119,135
834,119,624
835,120,109
836,120,110
837,121,111
838,121,113
839,122,31
840,122,109
841,123,154
842,123,110
843,123,183
844,123,1050
845,124,31
846,124,425
847,124,424
848,124,1043
849,124,747
850,125,450
851,125,134
852,126,450
853,127,450
854,127,134
855,128,450
856,128,134
857,129,119
858,130,450
859,131,450
860,131,134
861,132,138
862,133,450
863,133,134
864,134,125
865,134,450
866,134,127
867,134,128
868,134,131
869,134,133
870,134,135
871,134,136
872,135,119
873,135,134
874,136,450
875,136,134
876,137,450
877,138,450
878,138,132
879,139,50
880,139,89
881,139,90
882,139,214
883,139,781
884,139,483
885,139,140
886,139,197
887,140,89
888,140,139
889,141,50
890,142,438
891,142,653
892,142,153
893,142,462
894,142,651
895,143,43
896,143,252
897,143,700
898,143,204
899,143,247
900,143,387
901,144,49
902,144,227
903,144,365
904,144,366
905,145,93
906,145,371
907,145,372
908,145,785
909,146,93
910,147,374
911,147,542
912,148,374
913,148,502
914,148,149
915,148,501
916,148,784
917,149,502
918,149,148
919,149,597
920,150,93
921,150,581
922,151,31
923,151,691
924,151,901
925,151,903
926,152,7
927,152,264
928,152,653
929,152,153
930,152,263
931,152,311
932,152,317
933,153,189
934,153,142
935,153,152
936,153,263
937,153,265
938,153,266
939,153,307
940,153,310
941,154,6
942,154,109
943,154,64
944,154,116
945,154,467
946,154,19
947,154,103
948,154,516
949,154,123
950,154,956
951,154,965
952,154,962
953,154,463
954,154,499
955,154,628
956,154,966
957,154,967
958,154,968
959,154,969
960,154,972
961,154,975
962,154,440
963,154,626
964,154,451
965,154,964
966,154,403
967,154,531
968,154,946
969,154,947
970,154,948
971,154,953
972,154,625
973,154,695
974,154,112
975,154,20
976,154,749
977,154,155
978,154,319
979,154,614
980,154,617
981,154,619
982,154,690
983,154,755
984,154,760
985,154,797
986,154,933
987,154,370
988,154,696
989,155,7
990,155,154
991,155,438
992,155,459
993,156,300
994,156,438
995,156,653
996,156,908
997,156,459
998,157,49
999,157,200
1000,157,58
1001,157,245
1002,157,354
1003,157,385
1004,157,434
1005,158,49
1006,158,292
1007,158,1015
1008,159,79
1009,159,229
1010,160,440
1011,160,20
1012,160,952
1013,161,20
1014,162,20
1015,163,77
1016,163,164
1017,164,87
1018,164,285
1019,164,282
1020,164,163
1021,164,210
1022,164,211
1023,165,6
1024,165,221
1025,165,725
1026,166,31
1027,166,30
1028,166,237
1029,167,25
1030,167,545
1031,167,543
1032,167,544
1033,167,1094
1034,168,56
1035,168,5
1036,168,572
1037,168,881
1038,168,978
1039,168,993
1040,168,350
1041,168,94
1042,168,994
1043,169,56
1044,169,99
1045,169,217
1046,169,472
1047,169,508
1048,169,659
1049,170,418
1050,170,206
1051,171,17
1052,171,13
1053,171,175
1054,171,248
1055,171,773
1056,171,915
1057,171,481
1058,171,482
1059,171,917
1060,172,173
1061,172,416
1062,172,548
1063,172,557
1064,172,559
1065,172,702
1066,172,980
1067,172,982
1068,172,983
1069,173,205
1070,173,418
1071,173,550
1072,173,395
1073,173,172
1074,173,396
1075,173,417
1076,173,551
1077,173,555
1078,173,557
1079,173,984
1080,174,550
1081,174,84
1082,174,1061
1083,174,1062
1084,175,13
1085,175,41
1086,175,171
1087,175,915
1088,176,9
1089,176,1004
1090,177,9
1091,177,62
1092,177,407
1093,178,56
1094,178,669
1095,179,64
1096,179,738
1097,179,460
1098,180,109
1099,180,110
1100,180,111
1101,181,776
1102,181,110
1103,181,1050
1104,182,440
1105,182,775
1106,182,941
1107,182,942
1108,183,123
1109,184,25
1110,184,185
1111,184,827
1112,185,102
1113,185,184
1114,186,28
1115,186,92
1116,187,25
1117,187,28
1118,187,518
1119,187,639
1120,187,638
1121,187,643
1122,188,31
1123,188,924
1124,188,115
1125,189,7
1126,189,653
1127,189,929
1128,189,308
1129,189,153
1130,190,95
1131,190,115
1132,190,461
1133,190,652
1134,190,191
1135,191,7
1136,191,190
1137,191,312
1138,191,1027
1139,191,1028
1140,191,1084
1141,192,7
1142,192,1084
1143,193,50
1144,194,17
1145,194,61
1146,195,15
1147,195,492
1148,195,1033
1149,195,1035
1150,195,667
1151,195,762
1152,195,1031
1153,195,1032
1154,195,34
1155,195,493
1156,195,494
1157,195,593
1158,195,1034
1159,196,17
1160,196,214
1161,196,601
1162,197,90
1163,197,139
1164,198,27
1165,199,285
1166,200,43
1167,200,157
1168,200,245
1169,200,251
1170,201,44
1171,201,713
1172,201,804
1173,202,374
1174,202,5
1175,202,541
1176,202,379
1177,203,103
1178,204,58
1179,204,143
1180,205,173
1181,205,418
1182,205,395
1183,205,554
1184,206,418
1185,206,170
1186,207,13
1187,207,384
1188,208,15
1189,208,594
1190,208,831
1191,208,835
1192,209,26
1193,209,1093
1194,209,521
1195,209,522
1196,209,920
1197,209,921
1198,210,164
1199,211,164
1200,212,50
1201,212,537
1202,212,454
1203,213,17
1204,214,17
1205,214,50
1206,214,139
1207,214,196
1208,214,215
1209,214,473
1210,214,475
1211,214,483
1212,214,601
1213,214,909
1214,215,13
1215,215,214
1216,215,923
1217,215,922
1218,215,1039
1219,215,1040
1220,216,3
1221,216,401
1222,216,582
1223,216,798
1224,216,858
1225,217,104
1226,217,169
1227,217,472
1228,217,659
1229,218,657
1230,218,219
1231,219,6
1232,219,1090
1233,219,218
1234,219,338
1235,220,6
1236,220,374
1237,220,817
1238,221,6
1239,221,18
1240,221,45
1241,221,165
1242,221,525
1243,221,725
1244,222,6
1245,222,469
1246,222,885
1247,222,886
1248,223,19
1249,223,103
1250,225,17
1251,225,62
1252,225,446
1253,225,780
1254,226,15
1255,227,49
1256,227,144
1257,228,31
1258,228,104
1259,229,79
1260,229,159
1261,229,334
1262,229,393
1263,229,436
1264,229,563
1265,229,590
1266,229,560
1267,230,79
1268,230,231
1269,231,232
1270,231,230
1271,232,79
1272,232,231
1273,233,239
1274,234,239
1275,235,104
1276,235,240
1277,235,656
1278,236,104
1279,236,665
1280,236,782
1281,236,238
1282,236,663
1283,236,664
1284,237,31
1285,237,166
1286,237,1019
1287,238,104
1288,238,236
1289,239,22
1290,239,31
1291,239,233
1292,239,368
1293,239,369
1294,239,422
1295,239,234
1296,239,1003
1297,240,235
1298,240,657
1299,241,105
1300,241,441
1301,242,381
1302,242,1074
1303,243,13
1304,243,248
1305,243,479
1306,243,480
1307,244,11
1308,244,10
1309,245,200
1310,245,157
1311,245,251
1312,245,429
1313,245,434
1314,246,384
1315,246,430
1316,246,43
1317,246,252
1318,246,549
1319,246,42
1320,246,435
1321,246,677
1322,246,763
1323,247,43
1324,247,143
1325,247,1012
1326,248,171
1327,248,243
1328,249,13
1329,250,43
1330,250,42
1331,251,200
1332,251,245
1333,251,429
1334,252,13
1335,252,246
1336,252,143
1337,252,549
1338,252,701
1339,252,765
1340,253,109
1341,254,31
1342,254,255
1343,254,820
1344,255,109
1345,255,254
1346,255,820
1347,255,691
1348,256,691
1349,257,25
1350,258,31
1351,259,7
1352,259,655
1353,260,107
1354,261,7
1355,261,655
1356,262,107
1357,263,929
1358,263,152
1359,263,153
1360,263,266
1361,263,928
1362,264,653
1363,264,152
1364,265,153
1365,265,266
1366,266,153
1367,266,263
1368,266,265
1369,266,302
1370,266,927
1371,267,4
1372,267,684
1373,267,275
1374,267,276
1375,267,277
1376,267,268
1377,267,273
1378,267,274
1379,267,862
1380,267,863
1381,267,864
1382,268,267
1383,269,401
1384,269,727
1385,270,6
1386,270,894
1387,270,895
1388,270,1089
1389,271,56
1390,271,401
1391,271,879
1392,272,3
1393,272,56
1394,273,267
1395,273,275
1396,273,274
1397,274,267
1398,274,273
1399,275,267
1400,275,273
1401,276,55
1402,276,267
1403,277,267
1404,278,77
1405,279,280
1406,279,281
1407,279,283
1408,280,279
1409,281,285
1410,281,279
1411,282,164
1412,283,279
1413,284,285
1414,285,65
1415,285,87
1416,285,164
1417,285,199
1418,285,286
1419,285,281
1420,285,284
1421,286,285
1422,287,67
1423,288,4
1424,288,56
1425,288,685
1426,289,290
1427,290,12
1428,290,289
1429,291,347
1430,292,27
1431,292,65
1432,292,44
1433,292,49
1434,292,48
1435,292,158
1436,292,347
1437,292,1014
1438,293,33
1439,293,398
1440,294,411
1441,294,76
1442,294,561
1443,294,589
1444,294,84
1445,294,296
1446,294,556
1447,295,550
1448,295,85
1449,295,777
1450,296,294
1451,296,561
1452,297,550
1453,297,298
1454,298,550
1455,298,297
1456,299,301
1457,299,313
1458,299,488
1459,300,156
1460,301,22
1461,301,401
1462,301,299
1463,301,313
1464,302,266
1465,303,51
1466,303,733
1467,304,315
1468,304,319
1469,305,22
1470,305,23
1471,305,839
1472,306,318
1473,307,153
1474,307,317
1475,308,189
1476,309,315
1477,310,153
1478,311,152
1479,311,925
1480,312,191
1481,313,301
1482,313,299
1483,314,319
1484,315,304
1485,315,309
1486,315,616
1487,316,438
1488,316,653
1489,316,612
1490,316,613
1491,317,152
1492,317,307
1493,317,926
1494,318,306
1495,318,319
1496,319,154
1497,319,304
1498,319,314
1499,319,318
1500,319,934
1501,320,64
1502,320,327
1503,321,64
1504,324,64
1505,325,64
1506,327,320
1507,328,810
1508,330,64
1509,331,15
1510,331,790
1511,331,1047
1512,332,25
1513,332,333
1514,332,976
1515,333,332
1516,334,79
1517,334,229
1518,334,406
1519,334,563
1520,335,79
1521,336,6
1522,336,1090
1523,336,337
1524,336,724
1525,337,724
1526,337,336
1527,338,219
1528,339,65
1529,340,65
1530,341,86
1531,342,11
1532,342,343
1533,343,342
1534,344,11
1535,344,77
1536,345,77
1537,345,83
1538,346,65
1539,346,83
1540,347,65
1541,347,292
1542,347,291
1543,348,26
1544,349,15
1545,349,783
1546,350,30
1547,350,168
1548,351,64
1549,352,65
1550,353,52
1551,354,49
1552,354,157
1553,355,46
1554,356,364
1555,356,714
1556,356,715
1557,356,606
1558,357,46
1559,358,44
1560,359,49
1561,359,367
1562,359,1025
1563,360,49
1564,360,53
1565,361,49
1566,361,711
1567,362,27
1568,362,58
1569,363,58
1570,364,47
1571,364,49
1572,364,356
1573,365,144
1574,365,367
1575,366,144
1576,367,359
1577,367,365
1578,368,239
1579,369,239
1580,370,154
1581,371,145
1582,372,145
1583,372,786
1584,372,787
1585,372,788
1586,373,57
1587,374,93
1588,374,502
1589,374,380
1590,374,29
1591,374,147
1592,374,148
1593,374,202
1594,374,220
1595,375,15
1596,376,25
1597,377,25
1598,378,25
1599,379,202
1600,380,374
1601,381,817
1602,381,242
1603,381,1070
1604,381,1071
1605,381,1073
1606,381,1074
1607,381,1075
1608,382,40
1609,382,105
1610,383,49
1611,383,60
1612,384,13
1613,384,246
1614,384,43
1615,384,207
1616,385,157
1617,385,58
1618,386,894
1619,386,895
1620,386,896
1621,387,43
1622,387,58
1623,387,143
1624,388,27
1625,389,411
1626,390,50
1627,391,15
1628,391,650
1629,392,15
1630,393,229
1631,393,36
1632,394,550
1633,394,553
1634,394,777
1635,395,173
1636,395,205
1637,396,173
1638,396,418
1639,397,25
1640,397,548
1641,398,25
1642,398,293
1643,399,63
1644,400,63
1645,401,98
1646,401,271
1647,401,269
1648,401,301
1649,401,662
1650,401,575
1651,401,216
1652,401,489
1653,401,490
1654,401,577
1655,401,582
1656,401,798
1657,401,855
1658,401,856
1659,401,857
1660,401,859
1661,401,860
1662,402,654
1663,403,154
1664,403,510
1665,403,511
1666,403,512
1667,403,513
1668,403,514
1669,403,515
1670,404,5
1671,405,79
1672,406,79
1673,406,334
1674,407,62
1675,407,177
1676,408,92
1677,408,768
1678,409,92
1679,409,410
1680,410,28
1681,410,722
1682,410,409
1683,411,75
1684,411,1066
1685,411,76
1686,411,552
1687,411,294
1688,411,72
1689,411,389
1690,411,647
1691,411,769
1692,411,1060
1693,411,1065
1694,411,412
1695,411,545
1696,411,1093
1697,411,918
1698,411,486
1699,411,487
1700,411,520
1701,411,524
1702,411,995
1703,412,75
1704,412,411
1705,412,413
1706,413,412
1707,414,102
1708,414,912
1709,415,102
1710,416,172
1711,417,173
1712,417,418
1713,417,551
1714,418,25
1715,418,173
1716,418,205
1717,418,550
1718,418,396
1719,418,417
1720,418,548
1721,418,551
1722,418,555
1723,418,170
1724,418,206
1725,418,553
1726,419,550
1727,419,85
1728,420,550
1729,421,76
1730,422,239
1731,423,22
1732,424,2
1733,424,124
1734,425,124
1735,426,817
1736,427,49
1737,428,12
1738,428,9
1739,429,245
1740,429,251
1741,429,434
1742,430,246
1743,431,47
1744,432,46
1745,433,46
1746,434,157
1747,434,245
1748,434,429
1749,435,246
1750,435,42
1751,435,765
1752,436,229
1753,436,78
1754,437,79
1755,438,156
1756,438,316
1757,438,610
1758,438,155
1759,438,459
1760,438,1082
1761,438,142
1762,438,539
1763,438,608
1764,438,609
1765,438,1081
1766,439,440
1767,440,154
1768,440,160
1769,440,776
1770,440,943
1771,440,439
1772,440,182
1773,440,775
1774,441,40
1775,441,105
1776,441,241
1777,441,811
1778,441,816
1779,442,57
1780,443,853
1781,445,15
1782,446,225
1783,447,50
1784,448,2
1785,448,449
1786,448,1
1787,448,534
1788,448,661
1789,448,824
1790,449,448
1791,449,663
1792,450,125
1793,450,138
1794,450,117
1795,450,119
1796,450,126
1797,450,127
1798,450,128
1799,450,131
1800,450,133
1801,450,134
1802,450,136
1803,450,137
1804,450,746
1805,450,130
1806,451,154
1807,451,452
1808,451,528
1809,452,451
1810,453,17
1811,454,6
1812,454,212
1813,455,45
1814,456,19
1815,457,19
1816,458,19
1817,459,156
1818,459,438
1819,459,155
1820,460,64
1821,460,179
1822,461,190
1823,461,117
1824,462,142
1825,463,154
1826,463,464
1827,463,465
1828,463,466
1829,464,463
1830,465,463
1831,466,463
1832,467,154
1833,468,6
1834,468,843
1835,468,845
1836,469,222
1837,470,6
1838,470,1090
1839,470,471
1840,471,470
1841,471,841
1842,472,169
1843,472,217
1844,473,214
1845,474,13
1846,474,781
1847,475,214
1848,476,13
1849,476,477
1850,476,478
1851,477,476
1852,477,478
1853,477,1007
1854,478,476
1855,478,477
1856,479,243
1857,480,243
1858,481,171
1859,482,171
1860,482,923
1861,483,139
1862,483,214
1863,484,90
1864,484,106
1865,485,62
1866,486,411
1867,487,411
1868,488,299
1869,489,401
1870,490,401
1871,491,15
1872,492,195
1873,493,195
1874,493,34
1875,494,15
1876,494,195
1877,494,34
1878,494,914
1879,495,5
1880,496,5
1881,496,29
1882,496,739
1883,496,871
1884,497,4
1885,498,4
1886,499,154
1887,500,502
1888,501,502
1889,501,541
1890,501,148
1891,502,374
1892,502,500
1893,502,5
1894,502,541
1895,502,97
1896,502,148
1897,502,149
1898,502,501
1899,502,503
1900,502,504
1901,502,570
1902,502,571
1903,502,597
1904,503,502
1905,503,504
1906,504,502
1907,504,97
1908,504,503
1909,504,505
1910,505,504
1911,506,97
1912,506,542
1913,507,97
1914,508,98
1915,508,169
1916,509,2
1917,509,31
1918,510,403
1919,511,403
1920,512,403
1921,513,403
1922,514,403
1923,515,403
1924,516,154
1925,516,517
1926,516,632
1927,516,806
1928,517,516
1929,517,629
1930,517,805
1931,518,187
1932,518,722
1933,519,1093
1934,520,411
1935,521,209
1936,521,522
1937,522,209
1938,522,521
1939,523,584
1940,523,920
1941,524,411
1942,525,221
1943,526,6
1944,526,89
1945,527,109
1946,527,540
1947,527,103
1948,527,585
1949,528,451
1950,529,54
1951,529,740
1952,529,865
1953,529,866
1954,530,684
1955,531,154
1956,532,6
1957,532,633
1958,532,891
1959,532,1089
1960,533,103
1961,533,585
1962,534,448
1963,535,691
1964,536,62
1965,537,6
1966,537,212
1967,537,851
1968,538,653
1969,538,651
1970,539,438
1971,539,654
1972,540,109
1973,540,527
1974,541,502
1975,541,501
1976,541,202
1977,542,57
1978,542,93
1979,542,712
1980,542,97
1981,542,147
1982,542,506
1983,543,167
1984,544,167
1985,545,411
1986,545,167
1987,545,546
1988,545,547
1989,545,1095
1990,545,1096
1991,545,1092
1992,546,545
1993,546,547
1994,547,545
1995,547,546
1996,548,25
1997,548,418
1998,548,172
1999,548,397
2000,548,702
2001,548,979
2002,548,980
2003,549,246
2004,549,252
2005,550,25
2006,550,173
2007,550,418
2008,550,554
2009,550,85
2010,550,174
2011,550,419
2012,550,297
2013,550,298
2014,550,558
2015,550,589
2016,550,84
2017,550,295
2018,550,394
2019,550,420
2020,550,553
2021,550,1061
2022,550,1062
2023,551,173
2024,551,418
2025,551,417
2026,552,411
2027,552,778
2028,552,1064
2029,552,1065
2030,553,418
2031,553,550
2032,553,394
2033,554,205
2034,554,550
2035,555,173
2036,555,418
2037,556,294
2038,556,84
2039,557,173
2040,557,172
2041,558,25
2042,558,550
2043,559,33
2044,559,172
2045,559,981
2046,560,15
2047,560,229
2048,561,86
2049,561,294
2050,561,296
2051,562,76
2052,563,229
2053,563,334
2054,564,566
2055,564,565
2056,564,568
2057,565,564
2058,566,564
2059,566,567
2060,567,566
2061,568,564
2062,569,79
2063,569,81
2064,570,502
2065,570,97
2066,571,502
2067,572,168
2068,572,993
2069,573,26
2070,573,574
2071,574,573
2072,575,98
2073,575,401
2074,575,662
2075,575,1002
2076,576,98
2077,577,401
2078,578,116
2079,578,1020
2080,579,5
2081,580,54
2082,580,740
2083,581,150
2084,582,401
2085,582,216
2086,583,1093
2087,584,523
2088,584,921
2089,585,527
2090,585,533
2091,586,766
2092,587,41
2093,587,9
2094,588,56
2095,588,98
2096,589,550
2097,589,294
2098,590,229
2099,591,63
2100,591,80
2101,592,15
2102,592,789
2103,592,987
2104,592,988
2105,593,195
2106,593,34
2107,593,1036
2108,594,208
2109,595,73
2110,595,596
2111,595,1046
2112,596,73
2113,596,595
2114,596,647
2115,596,649
2116,596,771
2117,596,772
2118,596,1044
2119,596,1046
2120,596,1060
2121,597,502
