OBJECTID,fclass,Shape_Length
1,1,0.00648088804442
2,1,0.042747730518
3,1,0.0194567350194
4,1,0.0351824182838
5,3,0.0349712250523
6,4,0.057213796896
7,5,0.041213174712
8,1,0.000136934062215
9,1,0.0209822078035
10,1,0.00111470459368
11,1,0.0261842888833
12,1,0.0222673594841
13,1,0.0573987952798
14,1,0.000451739760423
15,1,0.107560962838
16,1,0.00733210520276
17,1,0.040084685158
18,1,0.00917262945542
19,1,0.00133537721053
20,1,0.00135332103807
21,1,0.00695775116779
22,3,0.0379088285672
23,1,0.00241126716987
24,1,0.000887430197095
25,3,0.0861519703658
26,1,0.0209403692856
27,1,0.0101279803002
28,1,0.0287463450727
29,1,0.010207253603
30,1,0.0406220383017
31,1,0.0568844813775
32,3,0.000726444212909
33,1,0.00731082437504
34,1,0.00788423777966
35,1,0.00333804328636
36,1,0.00166378725383
37,1,0.00290877909473
38,1,0.000465629180223
39,1,0.00402526174948
40,1,0.00587957179919
41,1,0.0373961934835
42,1,0.00476382188761
43,1,0.0250109189528
44,1,0.0111177678665
45,1,0.00785664987242
46,1,0.018144858262
47,1,0.00786219124096
48,1,0.00358941381395
49,1,0.0448513032236
50,1,0.0312296124815
51,1,0.0139388485389
52,1,0.00556919710077
53,1,0.00541973426446
54,1,0.0126638458981
55,1,0.023198122757
56,1,0.049820857118
57,1,0.0140018639718
58,1,0.0155337717025
59,1,0.000813103171826
60,1,0.00370047536945
61,1,0.0253082863677
62,1,0.0464204719119
63,1,0.0192894899265
64,1,0.0113632661507
65,1,0.052717727955
66,1,0.00442205384814
67,1,0.0152728863347
68,1,0.00183251368706
69,1,0.00983464131409
70,1,0.0016073898501
71,1,0.00045825427195
72,1,0.00305483738373
73,1,0.00438876537922
74,1,0.00992832528782
75,1,0.00867164816157
76,1,0.00781245592975
77,1,0.0439452292337
78,1,0.00956530256271
79,1,0.0214283436355
80,1,0.00125079702539
81,1,0.00130427214542
82,1,0.00232072900685
83,1,0.0217500357888
84,1,0.00539880733109
85,1,0.00251747860759
86,1,0.00302480772854
87,1,0.00570047561612
88,1,0.0017047241178
89,1,0.0103547828558
90,1,0.0109677553776
91,1,0.00839487435649
92,1,0.0231603523969
93,1,0.0336374641548
94,1,0.0106278618911
95,1,0.013748855695
96,1,0.00306114502853
97,1,0.0161220223414
98,1,0.0247030384065
99,1,0.00253779483648
100,1,0.000577392190802
101,1,0.0162702619771
102,1,0.0174792041909
103,1,0.0120693323641
104,1,0.0329823955036
105,1,0.0035292221012
106,1,0.0278537409349
107,3,0.00446080430373
108,1,0.0152840897295
109,1,0.0299315372004
110,1,0.0102892808712
111,1,0.00569998030656
112,2,0.00237315561311
113,2,0.00189880254483
114,1,0.00458526052198
115,2,0.0049339899687
116,3,0.0175022625572
117,1,0.0156230638017
118,1,0.00285290004551
119,1,0.000697538290632
120,1,0.00456283651358
121,2,0.00119147093485
122,1,0.00233707541516
123,1,0.0148371702838
124,1,0.00968309644018
125,1,0.00108676790801
126,1,0.00017700711078
127,1,0.000266213298641
128,1,0.000265727821973
129,1,0.000531858791138
130,1,0.000508491953756
131,1,0.0002658141972
132,1,0.000238258930334
133,1,0.000265243755904
134,1,0.00147554397456
135,1,0.000320926939465
136,1,0.00026471641688
137,1,0.000400947087886
138,1,0.000456741236637
139,1,0.0178916926326
140,1,0.00407562851327
141,1,0.00202968729081
142,2,0.00569033472776
143,1,0.00656271051986
144,1,0.00588535902505
145,1,0.0135231585721
146,1,0.0104738690899
147,1,0.00389193665976
148,1,0.00711366437321
149,1,0.00212253085635
150,1,0.000797188592678
151,1,0.00865016240992
152,3,0.0029432362908
153,1,0.00655838669455
154,4,0.0499457185252
155,5,0.000854815688181
156,2,0.00227299761556
157,1,0.00727200877741
158,1,0.00231522102104
159,1,0.00168488743171
160,1,0.00129086329975
161,1,0.000490258137675
162,1,0.000372803776713
163,1,0.00116578201587
164,1,0.0237467165384
165,1,0.00779314192824
166,1,0.0091025116657
167,1,0.0124864724455
168,1,0.0195507780737
169,1,0.00509365400314
170,1,0.00243108719595
171,1,0.0235359724914
172,1,0.00646445889524
173,1,0.0063886069365
174,1,0.00556377334559
175,1,0.0166863796973
176,1,0.00243200697455
177,1,0.00634210484243
178,1,0.0100382076069
179,1,0.00534485992764
180,1,0.00668859505817
181,1,0.00443995662144
182,2,0.0009022790805
183,1,0.00294321868357
184,1,0.00135144422324
185,1,0.000999932869535
186,1,0.00159808641922
187,1,0.00589798227628
188,1,0.0170055812568
189,1,0.00364027337969
190,1,0.0177234159064
191,3,0.00264134323911
192,2,0.00129266882183
193,1,0.00151686170213
194,1,0.00131453791833
195,1,0.0227218632964
